OriginalOrder,Date,Year,Month,Julian,max.F,min.F,precip.in,max.C,min.C,precip.mm,mean.C,rain.mm,snow.mm,SnowDepth.mm
251,9/25/1904,1904,Sep,269,61,24,0,16.11111111,-4.444444444,0,5.833333333,0,0,NA
252,9/26/1904,1904,Sep,270,64,32,0.21,17.77777778,0,5.334,8.888888889,5.316408039,0.017591961,NA
253,9/27/1904,1904,Sep,271,NA,NA,0,NA,NA,0,NA,NA,NA,NA
254,9/28/1904,1904,Sep,272,60,20,0,15.55555556,-6.666666667,0,4.444444444,0,0,NA
255,9/29/1904,1904,Sep,273,60,30,0,15.55555556,-1.111111111,0,7.222222222,0,0,NA
256,9/30/1904,1904,Sep,274,NA,NA,0,NA,NA,0,NA,NA,NA,NA
257,10/1/1904,1904,Oct,275,61,30,0,16.11111111,-1.111111111,0,7.5,0,0,NA
258,10/2/1904,1904,Oct,276,64,30,0,17.77777778,-1.111111111,0,8.333333333,0,0,NA
259,10/3/1904,1904,Oct,277,64,36,0,17.77777778,2.222222222,0,10,0,0,863.6
260,10/4/1904,1904,Oct,278,NA,NA,0,NA,NA,0,NA,NA,NA,838.2
261,10/5/1904,1904,Oct,279,62,28,0,16.66666667,-2.222222222,0,7.222222222,0,0,812.8
262,10/6/1904,1904,Oct,280,55,33,NA,12.77777778,0.555555556,NA,6.666666667,NA,NA,812.8
263,10/7/1904,1904,Oct,281,55,33,0.05,12.77777778,0.555555556,1.27,6.666666667,1.245613011,0.024386989,NA
264,10/8/1904,1904,Oct,282,52,33,NA,11.11111111,0.555555556,NA,5.833333333,NA,NA,685.8
265,10/9/1904,1904,Oct,283,44,28,0.1,6.666666667,-2.222222222,2.54,2.222222222,1.507076027,1.032923973,660.4
266,10/10/1904,1904,Oct,284,41,27,0.1,5,-2.777777778,2.54,1.111111111,0.952330052,1.587669948,711.2
267,10/11/1904,1904,Oct,285,54,28,0,12.22222222,-2.222222222,0,5,0,0,685.8
268,10/12/1904,1904,Oct,286,46,28,0,7.777777778,-2.222222222,0,2.777777778,0,0,685.8
269,10/13/1904,1904,Oct,287,49,30,0,9.444444444,-1.111111111,0,4.166666667,0,0,685.8
270,10/14/1904,1904,Oct,288,52,27,0,11.11111111,-2.777777778,0,4.166666667,0,0,NA
271,10/15/1904,1904,Oct,289,59,27,0,15,-2.777777778,0,6.111111111,0,0,685.8
272,10/16/1904,1904,Oct,290,55,30,0.2,12.77777778,-1.111111111,5.08,5.833333333,4.893398439,0.186601561,685.8
273,10/17/1904,1904,Oct,291,45,18,0.3,7.222222222,-7.777777778,7.62,-0.277777778,1.256527534,6.363472466,584.2
274,10/18/1904,1904,Oct,292,33,10,0.2,0.555555556,-12.22222222,5.08,-5.833333333,0.011752708,5.068247292,558.8
275,10/19/1904,1904,Oct,293,38,15,0,3.333333333,-9.444444444,0,-3.055555556,0,0,533.4
276,10/20/1904,1904,Oct,294,47,30,0,8.333333333,-1.111111111,0,3.611111111,0,0,NA
277,10/21/1904,1904,Oct,295,52,29,0,11.11111111,-1.666666667,0,4.722222222,0,0,406.4
278,10/22/1904,1904,Oct,296,54,28,0,12.22222222,-2.222222222,0,5,0,0,406.4
279,10/23/1904,1904,Oct,297,53,29,0,11.66666667,-1.666666667,0,5,0,0,406.4
280,10/24/1904,1904,Oct,298,48,25,0,8.888888889,-3.888888889,0,2.5,0,0,355.6
281,10/25/1904,1904,Oct,299,53,38,0,11.66666667,3.333333333,0,7.5,0,0,330.2
282,10/26/1904,1904,Oct,300,54,28,0,12.22222222,-2.222222222,0,5,0,0,254
283,10/27/1904,1904,Oct,301,57,23,0,13.88888889,-5,0,4.444444444,0,0,203.2
284,10/28/1904,1904,Oct,302,52,20,0,11.11111111,-6.666666667,0,2.222222222,0,0,152.4
285,10/29/1904,1904,Oct,303,53,25,0,11.66666667,-3.888888889,0,3.888888889,0,0,101.6
286,10/30/1904,1904,Oct,304,55,15,0,12.77777778,-9.444444444,0,1.666666667,0,0,76.2
287,10/31/1904,1904,Oct,305,54,18,0,12.22222222,-7.777777778,0,2.222222222,0,0,50.8
288,11/1/1904,1904,Nov,306,52,20,0,11.11111111,-6.666666667,0,2.222222222,0,0,25.4
289,11/2/1904,1904,Nov,307,51,18,0,10.55555556,-7.777777778,0,1.388888889,0,0,NA
290,11/3/1904,1904,Nov,308,50,17,0,10,-8.333333333,0,0.833333333,0,0,NA
291,11/4/1904,1904,Nov,309,52,16,0,11.11111111,-8.888888889,0,1.111111111,0,0,NA
292,11/5/1904,1904,Nov,310,50,18,0,10,-7.777777778,0,1.111111111,0,0,NA
293,11/6/1904,1904,Nov,311,48,18,0,8.888888889,-7.777777778,0,0.555555556,0,0,NA
294,11/7/1904,1904,Nov,312,52,18,0,11.11111111,-7.777777778,0,1.666666667,0,0,NA
295,11/8/1904,1904,Nov,313,48,21,0,8.888888889,-6.111111111,0,1.388888889,0,0,NA
296,11/9/1904,1904,Nov,314,42,22,0,5.555555556,-5.555555556,0,0,0,0,NA
297,11/10/1904,1904,Nov,315,47,11,0,8.333333333,-11.66666667,0,-1.666666667,0,0,NA
298,11/11/1904,1904,Nov,316,46,12,0,7.777777778,-11.11111111,0,-1.666666667,0,0,NA
299,11/12/1904,1904,Nov,317,48,12,0,8.888888889,-11.11111111,0,-1.111111111,0,0,NA
300,11/13/1904,1904,Nov,318,46,11,0,7.777777778,-11.66666667,0,-1.944444444,0,0,NA
301,11/14/1904,1904,Nov,319,43,14,0,6.111111111,-10,0,-1.944444444,0,0,NA
302,11/15/1904,1904,Nov,320,46,18,0,7.777777778,-7.777777778,0,0,0,0,NA
303,11/16/1904,1904,Nov,321,NA,NA,0.02,NA,NA,0.508,NA,NA,NA,NA
304,11/17/1904,1904,Nov,322,NA,20,0.01,NA,-6.666666667,0.254,NA,NA,NA,NA
305,11/18/1904,1904,Nov,323,40,27,NA,4.444444444,-2.777777778,NA,0.833333333,NA,NA,NA
306,11/19/1904,1904,Nov,324,34,15,NA,1.111111111,-9.444444444,NA,-4.166666667,NA,NA,NA
307,11/20/1904,1904,Nov,325,32,11,0,0,-11.66666667,0,-5.833333333,0,0,NA
308,11/21/1904,1904,Nov,326,NA,NA,0,NA,NA,0,NA,NA,NA,NA
309,11/22/1904,1904,Nov,327,48,20,0,8.888888889,-6.666666667,0,1.111111111,0,0,NA
310,11/23/1904,1904,Nov,328,46,16,0,7.777777778,-8.888888889,0,-0.555555556,0,0,NA
311,11/24/1904,1904,Nov,329,43,14,0,6.111111111,-10,0,-1.944444444,0,0,NA
312,11/25/1904,1904,Nov,330,NA,11,0,NA,-11.66666667,0,NA,NA,NA,NA
313,11/26/1904,1904,Nov,331,47,15,0,8.333333333,-9.444444444,0,-0.555555556,0,0,NA
314,11/27/1904,1904,Nov,332,52,21,0,11.11111111,-6.111111111,0,2.5,0,0,NA
315,11/28/1904,1904,Nov,333,39,23,0.03,3.888888889,-5,0.762,-0.555555556,0.104033196,0.657966804,NA
316,11/29/1904,1904,Nov,334,30,14,0,-1.111111111,-10,0,-5.555555556,0,0,NA
317,11/30/1904,1904,Nov,335,43,15,0,6.111111111,-9.444444444,0,-1.666666667,0,0,NA
318,12/1/1904,1904,Dec,336,40,20,0.1,4.444444444,-6.666666667,2.54,-1.111111111,0.233800316,2.306199684,NA
319,12/2/1904,1904,Dec,337,25,-1,0,-3.888888889,-18.33333333,0,-11.11111111,0,0,NA
320,12/3/1904,1904,Dec,338,24,-4,0,-4.444444444,-20,0,-12.22222222,0,0,NA
321,12/4/1904,1904,Dec,339,28,-2,0,-2.222222222,-18.88888889,0,-10.55555556,0,0,NA
322,12/5/1904,1904,Dec,340,33,6,0,0.555555556,-14.44444444,0,-6.944444444,0,0,NA
323,12/6/1904,1904,Dec,341,32,8,0,0,-13.33333333,0,-6.666666667,0,0,NA
324,12/7/1904,1904,Dec,342,40,10,0,4.444444444,-12.22222222,0,-3.888888889,0,0,NA
325,12/8/1904,1904,Dec,343,33,10,0,0.555555556,-12.22222222,0,-5.833333333,0,0,NA
326,12/9/1904,1904,Dec,344,33,11,0,0.555555556,-11.66666667,0,-5.555555556,0,0,NA
327,12/10/1904,1904,Dec,345,33,20,0.2,0.555555556,-6.666666667,5.08,-3.055555556,0.106425961,4.973574039,NA
328,12/11/1904,1904,Dec,346,23,4,0,-5,-15.55555556,0,-10.27777778,0,0,NA
329,12/12/1904,1904,Dec,347,23,4,0.2,-5,-15.55555556,5.08,-10.27777778,0.000336478,5.079663522,NA
330,12/13/1904,1904,Dec,348,18,12,0.1,-7.777777778,-11.11111111,2.54,-9.444444444,0.000327664,2.539672336,NA
331,12/14/1904,1904,Dec,349,23,5,NA,-5,-15,NA,-10,NA,NA,NA
332,12/15/1904,1904,Dec,350,33,18,0.1,0.555555556,-7.777777778,2.54,-3.611111111,0.034377545,2.505622455,NA
333,12/16/1904,1904,Dec,351,22,9,0,-5.555555556,-12.77777778,0,-9.166666667,0,0,NA
334,12/17/1904,1904,Dec,352,21,4,0.3,-6.111111111,-15.55555556,7.62,-10.83333333,0.000323623,7.619676377,NA
335,12/18/1904,1904,Dec,353,27,17,NA,-2.777777778,-8.333333333,NA,-5.555555556,NA,NA,NA
336,12/19/1904,1904,Dec,354,30,25,0,-1.111111111,-3.888888889,0,-2.5,0,0,NA
337,12/20/1904,1904,Dec,355,31,13,0.1,-0.555555556,-10.55555556,2.54,-5.555555556,0.007334455,2.532665545,NA
338,12/21/1904,1904,Dec,356,36,18,0.2,2.222222222,-7.777777778,5.08,-2.777777778,0.132220624,4.947779376,NA
339,12/22/1904,1904,Dec,357,37,15,0.2,2.777777778,-9.444444444,5.08,-3.333333333,0.085576491,4.994423509,NA
340,12/23/1904,1904,Dec,358,22,3,NA,-5.555555556,-16.11111111,NA,-10.83333333,NA,NA,NA
341,12/24/1904,1904,Dec,359,25,17,NA,-3.888888889,-8.333333333,NA,-6.111111111,NA,NA,NA
342,12/25/1904,1904,Dec,360,23,7,0,-5,-13.88888889,0,-9.444444444,0,0,NA
343,12/26/1904,1904,Dec,361,8,-18,0,-13.33333333,-27.77777778,0,-20.55555556,0,0,NA
344,12/27/1904,1904,Dec,362,15,-18,0,-9.444444444,-27.77777778,0,-18.61111111,0,0,NA
345,12/28/1904,1904,Dec,363,25,-5,0,-3.888888889,-20.55555556,0,-12.22222222,0,0,NA
346,12/29/1904,1904,Dec,364,34,9,0,1.111111111,-12.77777778,0,-5.833333333,0,0,NA
347,12/30/1904,1904,Dec,365,34,17,0.1,1.111111111,-8.333333333,2.54,-3.611111111,0.034377545,2.505622455,NA
348,12/31/1904,1904,Dec,366,31,25,NA,-0.555555556,-3.888888889,NA,-2.222222222,NA,NA,NA
349,1/1/1905,1905,Jan,1,28,-6,0,-2.222222222,-21.11111111,0,-11.66666667,0,0,NA
350,1/2/1905,1905,Jan,2,28,-4,0,-2.222222222,-20,0,-11.11111111,0,0,NA
351,1/3/1905,1905,Jan,3,25,3,0,-3.888888889,-16.11111111,0,-10,0,0,NA
352,1/4/1905,1905,Jan,4,22,-5,0,-5.555555556,-20.55555556,0,-13.05555556,0,0,NA
353,1/5/1905,1905,Jan,5,19,-1,0.05,-7.222222222,-18.33333333,1.27,-12.77777778,1.14E-05,1.269988615,NA
354,1/6/1905,1905,Jan,6,27,-8,0,-2.777777778,-22.22222222,0,-12.5,0,0,NA
355,1/7/1905,1905,Jan,7,17,-4,0.1,-8.333333333,-20,2.54,-14.16666667,7.50E-06,2.539992504,NA
356,1/8/1905,1905,Jan,8,24,7,0,-4.444444444,-13.88888889,0,-9.166666667,0,0,NA
357,1/9/1905,1905,Jan,9,18,-12,0,-7.777777778,-24.44444444,0,-16.11111111,0,0,NA
358,1/10/1905,1905,Jan,10,16,-15,0,-8.888888889,-26.11111111,0,-17.5,0,0,NA
359,1/11/1905,1905,Jan,11,15,-21,0,-9.444444444,-29.44444444,0,-19.44444444,0,0,NA
360,1/12/1905,1905,Jan,12,8,-12,0,-13.33333333,-24.44444444,0,-18.88888889,0,0,NA
361,1/13/1905,1905,Jan,13,17,-8,0,-8.333333333,-22.22222222,0,-15.27777778,0,0,NA
362,1/14/1905,1905,Jan,14,25,12,0.05,-3.888888889,-11.11111111,1.27,-7.5,0.000775817,1.269224183,NA
363,1/15/1905,1905,Jan,15,38,NA,0.02,3.333333333,NA,0.508,NA,NA,NA,NA
364,1/16/1905,1905,Jan,16,36,25,0,2.222222222,-3.888888889,0,-0.833333333,0,0,NA
365,1/17/1905,1905,Jan,17,33,11,0,0.555555556,-11.66666667,0,-5.555555556,0,0,NA
366,1/18/1905,1905,Jan,18,30,20,0,-1.111111111,-6.666666667,0,-3.888888889,0,0,NA
367,1/19/1905,1905,Jan,19,26,19,0,-3.333333333,-7.222222222,0,-5.277777778,0,0,NA
368,1/20/1905,1905,Jan,20,22,17,0.1,-5.555555556,-8.333333333,2.54,-6.944444444,0.002419137,2.537580863,NA
369,1/21/1905,1905,Jan,21,23,13,0.05,-5,-10.55555556,1.27,-7.777777778,0.000621301,1.269378699,NA
370,1/22/1905,1905,Jan,22,NA,18,0.03,NA,-7.777777778,0.762,NA,NA,NA,NA
371,1/23/1905,1905,Jan,23,33,20,0.1,0.555555556,-6.666666667,2.54,-3.055555556,0.05321298,2.48678702,NA
372,1/24/1905,1905,Jan,24,40,24,0,4.444444444,-4.444444444,0,0,0,0,NA
373,1/25/1905,1905,Jan,25,37,8,0,2.777777778,-13.33333333,0,-5.277777778,0,0,NA
374,1/26/1905,1905,Jan,26,NA,16,0.03,NA,-8.888888889,0.762,NA,NA,NA,NA
375,1/27/1905,1905,Jan,27,30,11,0.05,-1.111111111,-11.66666667,1.27,-6.388888889,0.001885467,1.268114533,NA
376,1/28/1905,1905,Jan,28,28,19,0.04,-2.222222222,-7.222222222,1.016,-4.722222222,0.005698632,1.010301368,NA
377,1/29/1905,1905,Jan,29,25,18,0.02,-3.888888889,-7.777777778,0.508,-5.833333333,0.001175271,0.506824729,NA
378,1/30/1905,1905,Jan,30,24,-3,0,-4.444444444,-19.44444444,0,-11.94444444,0,0,NA
379,1/31/1905,1905,Jan,31,15,-2,0,-9.444444444,-18.88888889,0,-14.16666667,0,0,NA
380,2/1/1905,1905,Feb,32,17,-17,0.01,-8.333333333,-27.22222222,0.254,-17.77777778,4.17E-08,0.253999958,NA
381,2/2/1905,1905,Feb,33,28,9,0.03,-2.222222222,-12.77777778,0.762,-7.5,0.00046549,0.76153451,NA
382,2/3/1905,1905,Feb,34,38,4,0.01,3.333333333,-15.55555556,0.254,-6.111111111,0.000470759,0.253529241,NA
383,2/4/1905,1905,Feb,35,32,7,0,0,-13.88888889,0,-6.944444444,0,0,NA
384,2/5/1905,1905,Feb,36,25,-15,0,-3.888888889,-26.11111111,0,-15,0,0,NA
385,2/6/1905,1905,Feb,37,28,-23,0.01,-2.222222222,-30.55555556,0.254,-16.38888889,1.27E-07,0.253999873,NA
386,2/7/1905,1905,Feb,38,23,-6,0.02,-5,-21.11111111,0.508,-13.05555556,3.65E-06,0.507996353,NA
387,2/8/1905,1905,Feb,39,18,5,0.03,-7.777777778,-15,0.762,-11.38888889,2.08E-05,0.76197925,NA
388,2/9/1905,1905,Feb,40,13,-16,0.03,-10.55555556,-26.66666667,0.762,-18.61111111,6.42E-08,0.761999936,NA
389,2/10/1905,1905,Feb,41,14,-6,0.05,-10,-21.11111111,1.27,-15.55555556,1.23E-06,1.269998766,NA
390,2/11/1905,1905,Feb,42,5,-33,0,-15,-36.11111111,0,-25.55555556,0,0,NA
391,2/12/1905,1905,Feb,43,-6,-31,0,-21.11111111,-35,0,-28.05555556,0,0,NA
392,2/13/1905,1905,Feb,44,-1,-18,0,-18.33333333,-27.77777778,0,-23.05555556,0,0,NA
393,2/14/1905,1905,Feb,45,25,-16,0,-3.888888889,-26.66666667,0,-15.27777778,0,0,NA
394,2/15/1905,1905,Feb,46,29,-20,0,-1.666666667,-28.88888889,0,-15.27777778,0,0,NA
395,2/16/1905,1905,Feb,47,29,-12,0,-1.666666667,-24.44444444,0,-13.05555556,0,0,NA
396,2/17/1905,1905,Feb,48,32,-18,0,0,-27.77777778,0,-13.88888889,0,0,NA
397,2/18/1905,1905,Feb,49,31,-24,0,-0.555555556,-31.11111111,0,-15.83333333,0,0,NA
398,2/19/1905,1905,Feb,50,34,11,0,1.111111111,-11.66666667,0,-5.277777778,0,0,NA
399,2/20/1905,1905,Feb,51,33,24,0.3,0.555555556,-4.444444444,7.62,-1.944444444,0.376996424,7.243003576,NA
400,2/21/1905,1905,Feb,52,38,10,0,3.333333333,-12.22222222,0,-4.444444444,0,0,NA
401,2/22/1905,1905,Feb,53,45,-9,0,7.222222222,-22.77777778,0,-7.777777778,0,0,NA
402,2/23/1905,1905,Feb,54,37,-10,0,2.777777778,-23.33333333,0,-10.27777778,0,0,NA
403,2/24/1905,1905,Feb,55,46,24,0,7.777777778,-4.444444444,0,1.666666667,0,0,NA
404,2/25/1905,1905,Feb,56,48,9,0,8.888888889,-12.77777778,0,-1.944444444,0,0,NA
405,2/26/1905,1905,Feb,57,40,7,0.01,4.444444444,-13.88888889,0.254,-4.722222222,0.001424658,0.252575342,NA
406,2/27/1905,1905,Feb,58,44,-5,0,6.666666667,-20.55555556,0,-6.944444444,0,0,NA
407,2/28/1905,1905,Feb,59,44,-10,0,6.666666667,-23.33333333,0,-8.333333333,0,0,NA
408,3/1/1905,1905,Mar,60,48,-5,NA,8.888888889,-20.55555556,NA,-5.833333333,NA,NA,NA
409,3/2/1905,1905,Mar,61,51,0,NA,10.55555556,-17.77777778,NA,-3.611111111,NA,NA,NA
410,3/3/1905,1905,Mar,62,47,1,NA,8.333333333,-17.22222222,NA,-4.444444444,NA,NA,NA
411,3/4/1905,1905,Mar,63,51,2,NA,10.55555556,-16.66666667,NA,-3.055555556,NA,NA,NA
412,3/5/1905,1905,Mar,64,45,7,NA,7.222222222,-13.88888889,NA,-3.333333333,NA,NA,NA
413,3/6/1905,1905,Mar,65,43,7,NA,6.111111111,-13.88888889,NA,-3.888888889,NA,NA,NA
414,3/7/1905,1905,Mar,66,36,-5,NA,2.222222222,-20.55555556,NA,-9.166666667,NA,NA,NA
415,3/8/1905,1905,Mar,67,48,0,NA,8.888888889,-17.77777778,NA,-4.444444444,NA,NA,NA
416,3/9/1905,1905,Mar,68,45,3,NA,7.222222222,-16.11111111,NA,-4.444444444,NA,NA,NA
417,3/10/1905,1905,Mar,69,40,-5,NA,4.444444444,-20.55555556,NA,-8.055555556,NA,NA,NA
418,3/11/1905,1905,Mar,70,41,17,NA,5,-8.333333333,NA,-1.666666667,NA,NA,NA
419,3/12/1905,1905,Mar,71,36,25,0.4,2.222222222,-3.888888889,10.16,-0.833333333,1.141771751,9.018228249,NA
420,3/13/1905,1905,Mar,72,40,12,NA,4.444444444,-11.11111111,NA,-3.333333333,NA,NA,NA
421,3/14/1905,1905,Mar,73,45,25,NA,7.222222222,-3.888888889,NA,1.666666667,NA,NA,NA
422,3/15/1905,1905,Mar,74,52,12,NA,11.11111111,-11.11111111,NA,0,NA,NA,NA
423,3/16/1905,1905,Mar,75,45,10,NA,7.222222222,-12.22222222,NA,-2.5,NA,NA,NA
424,3/17/1905,1905,Mar,76,48,11,NA,8.888888889,-11.66666667,NA,-1.388888889,NA,NA,NA
425,3/18/1905,1905,Mar,77,40,20,NA,4.444444444,-6.666666667,NA,-1.111111111,NA,NA,NA
426,3/19/1905,1905,Mar,78,33,14,0.1,0.555555556,-10,2.54,-4.722222222,0.01424658,2.52575342,NA
427,3/20/1905,1905,Mar,79,38,15,0.01,3.333333333,-9.444444444,0.254,-3.055555556,0.005321298,0.248678702,NA
428,3/21/1905,1905,Mar,80,36,22,0.25,2.222222222,-5.555555556,6.35,-1.666666667,0.387571304,5.962428696,NA
429,3/22/1905,1905,Mar,81,28,9,0.02,-2.222222222,-12.77777778,0.508,-7.5,0.000310327,0.507689673,NA
430,3/23/1905,1905,Mar,82,28,-3,0.05,-2.222222222,-19.44444444,1.27,-10.83333333,5.39E-05,1.269946063,NA
431,3/24/1905,1905,Mar,83,36,22,0.45,2.222222222,-5.555555556,11.43,-1.666666667,0.697628348,10.73237165,NA
432,3/25/1905,1905,Mar,84,33,10,0.01,0.555555556,-12.22222222,0.254,-5.833333333,0.000587635,0.253412365,NA
433,3/26/1905,1905,Mar,85,37,24,0.5,2.777777778,-4.444444444,12.7,-0.833333333,1.427214689,11.27278531,NA
434,3/27/1905,1905,Mar,86,32,11,NA,0,-11.66666667,NA,-5.833333333,NA,NA,NA
435,3/28/1905,1905,Mar,87,25,-11,0.05,-3.888888889,-23.88888889,1.27,-13.88888889,4.68E-06,1.269995319,NA
436,3/29/1905,1905,Mar,88,32,23,0.05,0,-5,1.27,-2.5,0.04101524,1.22898476,NA
437,3/30/1905,1905,Mar,89,33,20,0.1,0.555555556,-6.666666667,2.54,-3.055555556,0.05321298,2.48678702,NA
438,3/31/1905,1905,Mar,90,34,-3,NA,1.111111111,-19.44444444,NA,-9.166666667,NA,NA,NA
439,4/1/1905,1905,Apr,91,42,-5,0,5.555555556,-20.55555556,0,-7.5,0,0,NA
440,4/2/1905,1905,Apr,92,44,-6,0,6.666666667,-21.11111111,0,-7.222222222,0,0,NA
441,4/3/1905,1905,Apr,93,34,-10,0,1.111111111,-23.33333333,0,-11.11111111,0,0,NA
442,4/4/1905,1905,Apr,94,47,-6,0,8.333333333,-21.11111111,0,-6.388888889,0,0,NA
443,4/5/1905,1905,Apr,95,53,6,0,11.66666667,-14.44444444,0,-1.388888889,0,0,NA
444,4/6/1905,1905,Apr,96,51,12,NA,10.55555556,-11.11111111,NA,-0.277777778,NA,NA,NA
445,4/7/1905,1905,Apr,97,50,17,0,10,-8.333333333,0,0.833333333,0,0,NA
446,4/8/1905,1905,Apr,98,45,28,0,7.222222222,-2.222222222,0,2.5,0,0,NA
447,4/9/1905,1905,Apr,99,42,22,0.2,5.555555556,-5.555555556,5.08,0,1.004905846,4.075094154,NA
448,4/10/1905,1905,Apr,100,31,14,0,-0.555555556,-10,0,-5.277777778,0,0,NA
449,4/11/1905,1905,Apr,101,45,-10,0,7.222222222,-23.33333333,0,-8.055555556,0,0,NA
450,4/12/1905,1905,Apr,102,46,8,0,7.777777778,-13.33333333,0,-2.777777778,0,0,NA
451,4/13/1905,1905,Apr,103,44,25,0,6.666666667,-3.888888889,0,1.388888889,0,0,NA
452,4/14/1905,1905,Apr,104,40,22,0,4.444444444,-5.555555556,0,-0.555555556,0,0,NA
453,4/15/1905,1905,Apr,105,45,25,NA,7.222222222,-3.888888889,NA,1.666666667,NA,NA,NA
454,4/16/1905,1905,Apr,106,38,25,0.4,3.333333333,-3.888888889,10.16,-0.277777778,1.675370046,8.484629954,NA
455,4/17/1905,1905,Apr,107,49,8,0.1,9.444444444,-13.33333333,2.54,-1.944444444,0.125665475,2.414334525,NA
456,4/18/1905,1905,Apr,108,47,12,0,8.333333333,-11.11111111,0,-1.388888889,0,0,NA
457,4/19/1905,1905,Apr,109,42,28,0,5.555555556,-2.222222222,0,1.666666667,0,0,NA
458,4/20/1905,1905,Apr,110,45,24,0.2,7.222222222,-4.444444444,5.08,1.388888889,2.175641609,2.904358391,NA
459,4/21/1905,1905,Apr,111,44,28,0.1,6.666666667,-2.222222222,2.54,2.222222222,1.507076027,1.032923973,NA
460,4/22/1905,1905,Apr,112,52,20,0,11.11111111,-6.666666667,0,2.222222222,0,0,NA
461,4/23/1905,1905,Apr,113,52,23,0,11.11111111,-5,0,3.055555556,0,0,NA
462,4/24/1905,1905,Apr,114,56,26,0,13.33333333,-3.333333333,0,5,0,0,NA
463,4/25/1905,1905,Apr,115,53,29,0.1,11.66666667,-1.666666667,2.54,5,2.364388412,0.175611588,NA
464,4/26/1905,1905,Apr,116,46,26,0.01,7.777777778,-3.333333333,0.254,2.222222222,0.150707603,0.103292397,NA
465,4/27/1905,1905,Apr,117,40,26,0,4.444444444,-3.333333333,0,0.555555556,0,0,NA
466,4/28/1905,1905,Apr,118,42,19,NA,5.555555556,-7.222222222,NA,-0.833333333,NA,NA,NA
467,4/29/1905,1905,Apr,119,42,20,0.01,5.555555556,-6.666666667,0.254,-0.555555556,0.034677732,0.219322268,NA
468,4/30/1905,1905,Apr,120,42,28,0.02,5.555555556,-2.222222222,0.508,1.666666667,0.245536468,0.262463532,NA
469,5/1/1905,1905,May,121,43,28,0,6.111111111,-2.222222222,0,1.944444444,0,0,NA
470,5/2/1905,1905,May,122,43,29,0.4,6.111111111,-1.666666667,10.16,2.222222222,6.028304106,4.131695894,NA
471,5/3/1905,1905,May,123,36,29,0,2.222222222,-1.666666667,0,0.277777778,0,0,NA
472,5/4/1905,1905,May,124,39,22,0,3.888888889,-5.555555556,0,-0.833333333,0,0,NA
473,5/5/1905,1905,May,125,50,13,0,10,-10.55555556,0,-0.277777778,0,0,NA
474,5/6/1905,1905,May,126,45,21,0,7.222222222,-6.111111111,0,0.555555556,0,0,NA
475,5/7/1905,1905,May,127,56,21,0,13.33333333,-6.111111111,0,3.611111111,0,0,NA
476,5/8/1905,1905,May,128,49,31,0.1,9.444444444,-0.555555556,2.54,4.444444444,2.276314428,0.263685572,NA
477,5/9/1905,1905,May,129,35,27,0.05,1.666666667,-2.777777778,1.27,-0.555555556,0.173388659,1.096611341,NA
478,5/10/1905,1905,May,130,34,18,0.2,1.111111111,-7.777777778,5.08,-3.333333333,0.085576491,4.994423509,NA
479,5/11/1905,1905,May,131,38,16,0.02,3.333333333,-8.888888889,0.508,-2.777777778,0.013222062,0.494777938,NA
480,5/12/1905,1905,May,132,38,25,0.15,3.333333333,-3.888888889,3.81,-0.277777778,0.628263767,3.181736233,NA
481,5/13/1905,1905,May,133,46,24,0.05,7.777777778,-4.444444444,1.27,1.666666667,0.613841169,0.656158831,NA
482,5/14/1905,1905,May,134,47,28,0,8.333333333,-2.222222222,0,3.055555556,0,0,NA
483,5/15/1905,1905,May,135,53,24,0,11.66666667,-4.444444444,0,3.611111111,0,0,NA
484,5/16/1905,1905,May,136,58,22,0,14.44444444,-5.555555556,0,4.444444444,0,0,NA
485,5/17/1905,1905,May,137,59,25,0,15,-3.888888889,0,5.555555556,0,0,NA
486,5/18/1905,1905,May,138,44,33,0.25,6.666666667,0.555555556,6.35,3.611111111,5.181037659,1.168962341,NA
487,5/19/1905,1905,May,139,44,22,0,6.666666667,-5.555555556,0,0.555555556,0,0,NA
488,5/20/1905,1905,May,140,56,20,0,13.33333333,-6.666666667,0,3.333333333,0,0,NA
489,5/21/1905,1905,May,141,48,28,0.25,8.888888889,-2.222222222,6.35,3.333333333,4.954089674,1.395910326,NA
490,5/22/1905,1905,May,142,45,23,0.24,7.222222222,-5,6.096,1.111111111,2.285592125,3.810407875,NA
491,5/23/1905,1905,May,143,47,28,0.05,8.333333333,-2.222222222,1.27,3.055555556,0.93942745,0.33057255,NA
492,5/24/1905,1905,May,144,44,28,0.1,6.666666667,-2.222222222,2.54,2.222222222,1.507076027,1.032923973,NA
493,5/25/1905,1905,May,145,45,24,0.05,7.222222222,-4.444444444,1.27,1.388888889,0.543910402,0.726089598,NA
494,5/26/1905,1905,May,146,45,27,0,7.222222222,-2.777777778,0,2.222222222,0,0,NA
495,5/27/1905,1905,May,147,44,28,0.15,6.666666667,-2.222222222,3.81,2.222222222,2.26061404,1.54938596,0
496,5/28/1905,1905,May,148,45,27,0.1,7.222222222,-2.777777778,2.54,2.222222222,1.507076027,1.032923973,0
497,5/29/1905,1905,May,149,46,28,0,7.777777778,-2.222222222,0,2.777777778,0,0,0
498,5/30/1905,1905,May,150,55,24,0,12.77777778,-4.444444444,0,4.166666667,0,0,0
499,5/31/1905,1905,May,151,56,28,0,13.33333333,-2.222222222,0,5.555555556,0,0,0
